fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_last_bull_market,fund_return_last_bear_market
SCFQX,Sterling Capital Equity Income ,Sterling Capital Equity Income Fund Class A,Nontraditional Bond,Sterling Capital Funds,0.0869,0.0911,0.0783,0.0785,0.1668,-0.159
SCFTX,BMO LGM Emerging Markets Equity,BMO LGM Emerging Markets Equity Fund Class A,Muni National Long,BMO Funds,0.0259,0.0575,0.0424,0.0492,0.0586,0.0653
SCFVX,Sterling Capital Equity Income,Sterling Capital Equity Income Fund Class R,Nontraditional Bond,Sterling Capital Funds,0.0748,0.0911,0.0783,0.0785,0.1668,-0.159
SCFYX,Brown Advisory Flexible Equity ,Brown Advisory Flexible Equity Fund Advisor Shares,Intermediate Core Bond,Brown Advisory Funds,0.0013,0.0643,0.042,0.0785,0.0413,0.0325
SCFZX,Brown Advisory Equity Income Fu,Brown Advisory Equity Income Fund Inst Shares,Nontraditional Bond,Brown Advisory Funds,0.0875,0.0911,0.0783,0.0785,0.1668,-0.159
SCGCX,Brown Advisory Flexible Equity ,Brown Advisory Flexible Equity Fund Institutional Shares,Allocation--70% to 85% Equity,Brown Advisory Funds,0.2447,0.0885,0.0734,0.0777,0.183,-0.1565
SCGFX,Brown Advisory Growth Equity Fd,Brown Advisory Growth Equity Fund Institutional Shares,Small Growth,Brown Advisory Funds,0.6058,0.1976,0.0783,0.0785,0.1668,-0.159
SCGIX,Brown Advisory- WMC Strategic E,Brown Advisory WMC Strategic European Equity Fund Institutional Shares,Small Growth,Brown Advisory Funds,0.29,0.176,0.1211,0.121,0.2913,-0.2564
SCGNX,Brown Advisory Global Leaders F,Brown Advisory Global Leaders Fund Institutional Shares,Small Growth,Brown Advisory Funds,0.6017,0.1946,0.0783,0.0785,0.1668,-0.159
SCGPX,Brown Advisory Mid-Cap Growth F,Brown Advisory Mid-Cap Growth Fund Institutional Class,Allocation--70% to 85% Equity,Brown Advisory Funds,0.2822,0.1169,0.0927,0.0928,0.1947,-0.1637
SCGRX,Brown Advisory Emerging Markets,Brown Advisory Emerging Markets Select Fund Institutional Shares,Allocation--70% to 85% Equity,Brown Advisory Funds,0.2545,0.0963,0.0809,0.0852,0.1878,-0.1542
SCGSX,Brown Advisory Small Cap Growth,Brown Advisory Small-Cap Growth Fund Institutional Shares,Large Growth,Brown Advisory Funds,0.3465,0.2517,0.1862,0.1749,0.2724,-0.1944
SCGVX,Brown Advisory Total Return Fun,Brown Advisory Total Return Fund Institutional Shares,,Brown Advisory Funds,0.382,0.243,0.1892,0.156,0.2612,-0.1747
SCHAX,Brown Advisory Sustainable Grow,Brown Advisory Sustainable Growth Fund Institutional Shares,Allocation--85%+ Equity,Brown Advisory Funds,0.3105,0.1011,0.0845,0.0904,0.2116,-0.1858
SCHCX,Brown Advisory Mortgage Securit,Brown Advisory Mortgage Securities Fund Institutional Shares,Allocation--85%+ Equity,Brown Advisory Funds,0.3011,0.0934,0.077,0.0832,0.2087,-0.1882
SCHLX,Brown Advisory Growth Equity Ad,Brown Advisory Growth Equity Fund Advisor Shares,Health,Brown Advisory Funds,0.1787,0.1398,0.0789,0.148,0.2232,-0.1364
SCICX,Baird Aggregate Bond Fund Insti,Baird Aggregate Bond Fund Class Institutional,Technology,Baird,0.582,0.3144,0.2479,0.2011,0.2654,-0.1772
SCIEX,BlackRock 60/40 Target Allocati,BlackRock 60/40 Target Allocation Fund Investor A Shares,Foreign Large Blend,BlackRock,0.2901,0.1404,0.1037,0.0763,0.174,-0.2705
SCIIX,Baird Aggregate Bond Fd Investo,Baird Aggregate Bond Fund Class Investor,Foreign Large Growth,Baird,0.2387,0.1469,0.1231,0.0906,0.1634,-0.2557
SCIJX,Brown Advisory- WMC Strategic E,Brown Advisory WMC Strategic European Equity Fund Advisor Shares,Foreign Large Blend,Brown Advisory Funds,0.2902,0.1412,0.1046,0.0785,0.174,-0.2705
SCINX,Brown Advisory Intermediate Inc,Brown Advisory Intermediate Income Advisor Shares,Foreign Large Value,Brown Advisory Funds,0.2353,0.0569,0.0428,0.0509,0.169,-0.2615
SCIOX,"BlackRock Funds II, BlackRock M",BlackRock Multi-Asset Income Portfolio Investor A Shares,Technology,BlackRock,0.5976,0.3276,0.2604,0.2126,0.2703,-0.1751
SCIPX,iShares Short-Term TIPS Bond In,iShares Short-Term TIPS Bond Index Fund Investor A Shares,Allocation--30% to 50% Equity,BlackRock,0.1569,0.0805,0.0599,0.0597,0.1187,-0.0865
SCIRX,Brown Advisory Sustainable Bond,Brown Advisory Sustainable Bond Fund Institutional Shares,Technology,Brown Advisory Funds,0.5895,0.321,0.2541,0.2071,0.2693,-0.1756
SCIUX,"American Balanced Fund, Class C",American Funds American Balanced Fund Class C,Large Value,American Funds,0.2329,0.0313,0.0617,0.0804,0.2564,-0.1748
SCIZX,American Funds American Balance,American Funds American Balanced Fund Class F-1,Foreign Large Growth,American Funds,0.243,0.1504,0.0783,0.0785,0.1658,-0.2553
SCJAX,BMO Large Cap Growth Fund Class,BMO Large-Cap Growth Fund Class A,Derivative Income,BMO Funds,0.2827,0.1104,0.0783,0.0785,0.1668,-0.159
SCJCX,"BlackRock Large Cap Srs Fds, Bl",BlackRock Event Driven Equity Fund Investor A Shares,Derivative Income,BlackRock,0.2712,0.1038,0.0783,0.0785,0.1668,-0.159
SCJIX,Pioneer Solutions - Balanced Fu,Pioneer Solutions - Balanced Fund Class R,Derivative Income,Amundi US,0.2848,0.1134,0.0783,0.0785,0.1668,-0.159
SCJKX,BMO Large Cap Value Fund Class ,BMO Large-Cap Value Fund Class A,Derivative Income,BMO Funds,0.2896,0.1082,0.0783,0.0785,0.1668,-0.159
SCLAX,BlackRock Systematic Multi-Stra,BlackRock Systematic Multi-Strategy Fund Investor A Shares,Allocation--15% to 30% Equity,BlackRock,0.0447,0.0355,0.0244,0.0785,0.1668,-0.159
SCLFX,BMO Mid Cap Value Fund Class A,BMO Mid-Cap Value Fund Class A,Intermediate Government,BMO Funds,-0.0132,0.0262,0.013,0.0146,0.0139,0.04
SCLVX,BlackRock 40/60 Target Allocati,BlackRock 40/60 Target Allocation Fund Investor A Shares,Small Blend,BlackRock,0.1917,-0.009,0.0783,0.0785,0.1668,-0.159
SCMAX,Brown Advisory Emerging Markets,Brown Advisory Emerging Markets Select Fund Advisor Shares,Muni Massachusetts,Brown Advisory Funds,0.031,0.0485,0.0349,0.0394,0.0616,0.0607
SCMBX,Baron Asset Fund,Baron Asset Fund Retail Class,Muni National Long,"Baron Capital Group, Inc.",0.0531,0.0516,0.0385,0.0444,0.0677,0.0571
SCMGX,iShares Developed Real Estate I,iShares Developed Real Estate Index Fund Investor A Shares,,BlackRock,0.3847,0.2452,0.1917,0.1587,0.2633,-0.1737
SCMIX,BlackRock Real Estate Securitie,BlackRock Real Estate Securities Fund Investor A Shares,Technology,BlackRock,0.5982,0.3282,0.2612,0.2143,0.274,-0.1733
SCMSX,Baron Asset Fund Inst Shs,Baron Asset Fund Institutional Class,Allocation--30% to 50% Equity,"Baron Capital Group, Inc.",0.1692,0.0904,0.0706,0.0648,0.1383,-0.0909
SCMTX,Beacon Accelerated Return Strat,Beacon Accelerated Return Strategy Fund Institutional Class,Muni National Interm,Beacon Investment Advisory,0.0359,0.0476,0.0327,0.0343,0.0475,0.0499
SCNSX,Baron Asset Fund R6 Shares,Baron Asset Fund Class R6,Mid-Cap Blend,"Baron Capital Group, Inc.",0.5051,0.1413,0.1208,0.1237,0.2765,-0.2225
SCNUX,Brown Advisory Small Cap Growth,Brown Advisory Small-Cap Growth Fund Advisor Shares,Large Value,Brown Advisory Funds,0.2277,0.0269,0.0571,0.0759,0.2552,-0.177
SCOAX,Brown Advisory Sustainable Bond,Brown Advisory Sustainable Bond Fund Investor Shares,Intermediate Core Bond,Brown Advisory Funds,0.002,0.0669,0.0434,0.0422,0.0396,0.0413
SCOBX,Sterling Capital South Carolin,Sterling Capital South Carolina Intermediate Tax Free Fund Class A,Foreign Large Growth,Sterling Capital Funds,0.2493,0.1323,0.0915,0.0822,0.1728,-0.2594
SCORX,BMO Short Tax-Free Fund Class A,BMO Short Tax-Free Fund Class A,Allocation--50% to 70% Equity,BMO Funds,0.1585,0.1006,0.0778,0.0662,0.1188,-0.0978
SCPAX,BlackRock Strategic Income Oppo,BlackRock Strategic Income Opportunities Portfolio Investor A Shares,Large Blend,BlackRock,0.3729,0.1498,0.1287,0.1396,0.2604,-0.173
SCPDX,iShares Total U.S. Stock Market,iShares Total U.S. Stock Market Index Fund Investor A Shares,Intermediate Core-Plus Bond,BlackRock,-0.0006,0.0807,0.0783,0.0785,0.0795,0.0212
SCPEX,BlackRock Short Obligations Fun,BlackRock Short Obligations Fund Investor A Shares,Intermediate Core-Plus Bond,BlackRock,-0.0085,0.0729,0.0783,0.0785,0.0749,0.018
SCPIX,BlackRock Allocation Target Sha,BlackRock Allocation Target Shares Series A Portfolio,Large Blend,BlackRock,0.3711,0.1818,0.1497,0.1501,0.2486,-0.1634
SCPUX,BMO TCH Core Plus Bond Fund Cla,BMO Core Plus Bond Fund Class A,Intermediate Core-Plus Bond,BMO Funds,-0.0035,0.0782,0.0783,0.0785,0.078,0.0202
SCPVX,BlackRock Allocation Target Sha,BlackRock Allocation Target Shares Series E Portfolio,Intermediate Core-Plus Bond,BlackRock,0.0019,0.0842,0.0783,0.0785,0.0811,0.0223
SCPWX,BMO TCH Corp Income Fund Class ,BMO Corporate Income Fund Class A,Intermediate Core-Plus Bond,BMO Funds,0.0029,0.0853,0.0783,0.0785,0.0811,0.0223
SCPYX,BlackRock Allocation Target Sh,BlackRock Allocation Target Shares Series P Portfolio,Intermediate Core-Plus Bond,BlackRock,-0.0008,0.0809,0.0452,0.0416,0.0798,0.0209
SCPZX,,BlackRock Allocation Target Shares Series V Portfolio,Intermediate Core-Plus Bond,BlackRock,0.0032,0.0853,0.0495,0.0455,0.0811,0.0223
SCQGX,Brown Advisory Small-Cap Fundam,Brown Advisory Small-Cap Fundamental Value Fund Advisor Shares,Large Growth,Brown Advisory Funds,0.333,0.2616,0.1877,0.1721,0.2788,-0.1998
SCREX,BMO Ultra Short Tax-Free Fund C,BMO Ultra Short Tax-Free Fund Class A,Real Estate,BMO Funds,0.3117,0.0911,0.0783,0.0785,0.2852,-0.166
SCRLX,Brown Advisory Small-Cap Fundam,Brown Advisory Small-Cap Fundamental Value Fund Institutional Shares,Large Blend,Brown Advisory Funds,0.4299,0.2084,0.1674,0.0785,0.2414,-0.1698
SCRSX,Brown Advisory Sustainable Grow,Brown Advisory Sustainable Growth Fund Advisor Shares,Small Blend,Brown Advisory Funds,0.46,0.0902,0.0783,0.0785,0.1668,-0.159
SCRUX,Northern Global Tactical Asset ,Northern Global Tactical Asset Allocation Fund,Large Value,Northern Funds,0.2244,0.0241,0.0544,0.0733,0.253,-0.1771
SCRYX,BBH Limited Duration Fund Class,BBH Limited Duration Fund Class Institutional,Small Blend,BBH,0.4646,0.0932,0.0783,0.0785,0.1668,-0.159
SCRZX,BBH Limited Duration Fund Clas,BBH Limited Duration Fund Class N,Small Blend,BBH,0.4639,0.0933,0.0783,0.0785,0.1668,-0.159
SCSAX,Bridge Builder Core Plus Bond F,Bridge Builder Core Plus Bond Fund,Mid-Cap Blend,Bridge Builder,0.4996,0.1368,0.1164,0.1193,0.2741,-0.224
SCSBX,William Blair Bond Fund Class R,William Blair Bond Fund R6 Class,Intermediate Core-Plus Bond,William Blair,0.0248,0.0663,0.043,0.0375,0.035,0.0137
SCSCX,Bridge Builder Large Cap Growth,Bridge Builder Large Cap Growth Fund,Large Blend,Bridge Builder,0.4145,0.195,0.1543,0.143,0.2352,-0.1727
SCSDX,BBH Global Core Select - Class ,BBH Global Core Select Fund Class N Shares,Mid-Cap Blend,BBH,0.5274,0.145,0.1211,0.1229,0.2755,-0.2233
SCSIX,BlackRock GNMA Portfolio - Clas,BlackRock GNMA Portfolio Class K,Small Blend,BlackRock,0.5141,0.0911,0.0783,0.0785,0.2318,-0.2119
SCSLX,BBH Global Core Select - Retail,BBH Global Core Select Fund Retail Class Shares,China Region,BBH,0.0736,0.0911,0.0783,0.0785,0.1668,-0.159
SCSMX,Bridge Builder Small/Mid Cap gr,Bridge Builder Small/Mid Cap Growth Fund,Small Growth,Bridge Builder,0.3845,0.195,0.1645,0.1534,0.3655,-0.2298
SCSPX,Sterling Capital Intermediate U,Sterling Capital Intermediate U.S. Government Fund Institutional Shares,Intermediate Core Bond,Sterling Capital Funds,0.01,0.0447,0.0311,0.0307,0.0323,0.0184
SCSRX,BBH Partner Fund - Internationa,BBH Partner Fund - International Equity Class Institutional,Mid-Cap Blend,BBH,0.5054,0.1416,0.121,0.0785,0.2741,-0.224
SCSSX,,BBH Partner Fund - Small Cap Equity,Intermediate Core Bond,BBH,0.0075,0.0426,0.0285,0.0785,0.0308,0.0178
SCSTX,Bridge Builder International Eq,Bridge Builder International Equity Fund,Intermediate Core Bond,Bridge Builder,-0.0006,0.0347,0.021,0.0785,0.0263,0.0159
SCTAX,BBH Intermediate Municipal Bond,BBH Intermediate Municipal Bond Fund Class I,Muni California Long,BBH,0.0386,0.0461,0.0355,0.0472,0.0681,0.0749
SCTCX,BBH Intermediate Municipal Bond,BBH Intermediate Municipal Bond Fund Class N,Muni California Long,BBH,0.0315,0.0383,0.0278,0.0394,0.0635,0.0704
SCTEX,Sterling Capital Behavioral Lar,Sterling Capital Behavioral Large Cap Value Equity Fund Institutional,Muni Single State Interm,Sterling Capital Funds,0.0259,0.0437,0.0295,0.0302,0.0385,0.0401
SCTIX,BBH Select Series - Large Cap F,BBH Select Series - Large Cap Fund,Muni Single State Short,BBH,0.0189,0.0247,0.0181,0.0222,0.0257,0.0283
SCUIX,BBH Select Series - Large Cap F,BBH Select Series - Large Cap Fund Retail Class Shares,Small Blend,BBH,0.4417,0.116,0.1109,0.1184,0.241,-0.2293
SCUPX,,BBH Select Series - Mid Cap Fund Class I,Allocation--15% to 30% Equity,BBH,0.1077,0.0654,0.0476,0.0479,0.0969,-0.0581
SCURX,,BBH Select Series - Mid Cap Fund Retail Class,Small Blend,BBH,0.4432,0.1171,0.0783,0.0785,0.241,-0.2293
SCUVX,Bridge Builder Municipal Bond F,Bridge Builder Municipal Bond Fund,Small Blend,Bridge Builder,0.4367,0.1126,0.1076,0.1151,0.2393,-0.2302
SCVAX,Sterling Capital North Carolina,Sterling Capital North Carolina Intermediate Tax-Free Fund C Shares,Small Value,Sterling Capital Funds,0.6559,0.0876,0.0992,0.106,0.3354,-0.2618
SCVEX,BBH Income Fund - Class I,BBH Income Fund Class I Shares,Foreign Large Blend,BBH,0.2863,0.1371,0.1005,0.0734,0.173,-0.2718
SCVFX,Sterling Capital North Carolina,Sterling Capital North Carolina Intermediate Tax-Free Fund Institutional Shares,Small Value,Sterling Capital Funds,0.6452,0.0801,0.0913,0.098,0.3303,-0.2642
SCVIX,Sterling Capital Short Duration,Sterling Capital Short Duration Bond Fund Class C,Small Value,Sterling Capital Funds,0.6581,0.0885,0.1006,0.1078,0.3385,-0.2616
SCVJX,Sterling Capital Short Duration,Sterling Capital Short Duration Bond Fund Class I,Small Value,Sterling Capital Funds,0.6621,0.0919,0.0783,0.0785,0.3385,-0.2616
SCVNX,BlackRock Short Obligations Fun,BlackRock Short Obligations Fund Class K,Small Value,BlackRock,0.6608,0.0908,0.1028,0.11,0.3388,-0.2605
SCWCX,,BBH Partner Fund - Select Short Term Assets,World Small/Mid Stock,BBH,0.4039,0.1873,0.1357,0.1205,0.2334,-0.2467
SCWFX,Bridge Builder Core Bond Fund,Bridge Builder Core Bond Fund,World Small/Mid Stock,Bridge Builder,0.4137,0.1958,0.1441,0.1292,0.2389,-0.2441
SCXIX,Sterling Capital Behavioral Lar,Sterling Capital Behavioral Large Cap Value Equity Fund A,Intermediate Core Bond,Sterling Capital Funds,0.0008,0.0606,0.0376,0.0375,0.0409,0.0315
SCYVX,Bridge Builder Large Cap Value ,Bridge Builder Large Cap Value Fund,Small Value,Bridge Builder,0.6647,0.0868,0.1057,0.0785,0.1668,-0.159
SCYYX,Bridge Builder Small/Mid Cap Va,Bridge Builder Small/Mid Cap Value Fund,Muni California Intermediate,Bridge Builder,0.0147,0.0385,0.0783,0.0785,0.0419,0.0439
SDAAX,Boston Common ESG Impact Intern,Boston Common ESG Impact International Fund,Options Trading,Boston Common,0.2716,0.0911,0.0783,0.0785,0.1668,-0.159
SDACX,Baillie Gifford China A Shares ,Baillie Gifford China A Shares Fund Class K,Options Trading,Baillie Gifford Funds,0.2613,0.0911,0.0783,0.0785,0.1668,-0.159
SDAIX,Boston Common ESG Impact U.S. E,Boston Common ESG Impact U.S. Equity Fund,Options Trading,Boston Common,0.2737,0.0911,0.0783,0.0785,0.1668,-0.159
SDAYX,Baillie Gifford China A Shares ,Baillie Gifford China A Shares Fund Institutional Class,Options Trading,Baillie Gifford Funds,0.2787,0.0911,0.0783,0.0785,0.1668,-0.159
SDCAX,BlackRock 80/20 Target Allocati,BlackRock 80/20 Target Allocation Fund Class C,Options Trading,BlackRock,0.2944,0.07,0.0783,0.0785,0.1668,-0.159
SDCCX,BlackRock Core Bond Portfolio -,BlackRock Core Bond Portfolio Investor A Shares,Options Trading,BlackRock,0.2832,0.0616,0.0783,0.0785,0.1668,-0.159
SDCIX,BlackRock Core Bond Portfolio -,BlackRock Core Bond Portfolio Investor C Shares,Options Trading,BlackRock,0.2965,0.0724,0.0783,0.0785,0.1668,-0.159
SDCSX,BlackRock Global Dividend Ptf I,BlackRock Global Dividend Portfolio Investor C Shares,Muni California Long,BlackRock,0.0483,0.0486,0.0371,0.0457,0.0708,0.072
SDCYX,BlackRock Core Bond Portfolio -,BlackRock Core Bond Portfolio Class R Shares,Options Trading,BlackRock,0.3008,0.0911,0.0783,0.0785,0.1668,-0.159
SDDMX,BlackRock 20/80 Target Allocati,BlackRock 20/80 Target Allocation Fund Investor C Shares,Muni National Short,BlackRock,0.0121,0.0187,0.0122,0.0095,0.0069,0.012
SDFAX,BlackRock Emerging Markets Flex,BlackRock Emerging Markets Flexible Dynamic Bond Portfolio Investor C Shares,Options Trading,BlackRock,0.0932,0.0069,0.021,0.0785,0.1668,-0.159
SDFCX,Sterling Capital Equity Income,Sterling Capital Equity Income Fund Class C,Options Trading,Sterling Capital Funds,0.0846,-0.001,0.0134,0.0785,0.1668,-0.159
SDFIX,Blue Current Global Dividend Fu,Blue Current Global Dividend Fund Institutional Class,Options Trading,Blue Current Funds,0.0951,0.0094,0.0235,0.0785,0.1668,-0.159
SDFSX,BlackRock 60/40 Target Allocati,BlackRock 60/40 Target Allocation Fund Investor C Shares,Small Blend,BlackRock,0.4206,0.1273,0.105,0.0785,0.1668,-0.159
SDFYX,American Century California Hig,American Century California High Yield Municipal Fund I Class,Options Trading,American Century Investments,0.0989,0.0911,0.0783,0.0785,0.1668,-0.159
SDGAX,American Century California Hig,American Century California High Yield Municipal Fund Investor Class,Large Growth,American Century Investments,0.3432,0.2486,0.1832,0.1719,0.2704,-0.1954
SDGCX,American Century California Int,American Century California Intermediate-Term Tax-Free Bond Fund A Class,Large Growth,American Century Investments,0.3317,0.2382,0.1734,0.1624,0.2649,-0.198
SDGFX,"BlackRock Funds II, BlackRock M",BlackRock Multi-Asset Income Portfolio Investor C Shares,Short Government,BlackRock,0.0021,0.0265,0.0163,0.0785,0.0098,0.0113
SDGIX,Blue Chip Investor Fund,Blue Chip Investor Fund,World Bond-USD Hedged,Blue Chip Investor Fund,0.0222,0.0518,0.0355,0.0406,0.027,0.021
SDGRX,Brown Capital Management Intern,Brown Capital Management International Equity Fund Investor Shares,Large Growth,Brown Capital Management,0.3375,0.2434,0.1782,0.168,0.2694,-0.1943
SDGTX,The Brown Capital Management In,Brown Capital Management International Equity Fund Institutional Shares,Large Growth,Brown Capital Management,0.3461,0.2514,0.186,0.175,0.2728,-0.1941
SDGZX,American Century California Int,American Century California Intermediate-Term Tax-Free Bond Fund Investor Class,Large Growth,American Century Investments,0.3472,0.2525,0.1867,0.0785,0.2724,-0.1944
SDHAX,American Century California Int,American Century California Intermediate-Term Tax-Free Bond Fund C Class,High Yield Muni,American Century Investments,0.0821,0.0471,0.0392,0.0785,0.1668,-0.159
SDHCX,"BlackRock Large Cap Srs Fds, Bl",BlackRock Event Driven Equity Fund Investor C Shares,High Yield Muni,BlackRock,0.0742,0.0402,0.032,0.0785,0.1668,-0.159
SDHFX,Brown Capital Management Mid Co,Brown Capital Management Mid Company Fund Institutional Shares,High Yield Muni,Brown Capital Management,0.0824,0.0479,0.0401,0.0785,0.1668,-0.159
SDHIX,BlackRock 40/60 Target Allocati,BlackRock 40/60 Target Allocation Fund Investor C Shares,High Yield Muni,BlackRock,0.0835,0.0492,0.0413,0.0785,0.1668,-0.159
SDICX,Brown Capital Management Mid Co,Brown Capital Management Mid Company Fund Investor Shares,Intermediate Core-Plus Bond,Brown Capital Management,0.024,0.0575,0.0434,0.0414,0.0228,0.0359
SDITX,Baird Core Plus Bond Fund Insti,Baird Core Plus Bond Fund Class Institutional,Muni National Interm,Baird,0.0387,0.0465,0.0343,0.0332,0.0357,0.0425
SDIVX,Baird Core Plus Bond Fund Inves,Baird Core Plus Bond Fund Class Investor,Large Value,Baird,0.3422,0.0605,0.1131,0.0967,0.224,-0.1354
SDJAX,Brandes Core Plus Fixed Income ,Brandes Core Plus Fixed Income Fund Class A,Options Trading,Brandes,0.1353,0.0398,0.0783,0.0785,0.1668,-0.159
SDJCX,Brandes Core Plus Fixed Income ,Brandes Core Plus Fixed Income Fund Class I,Options Trading,Brandes,0.1267,0.0318,0.0783,0.0785,0.1668,-0.159
SDJIX,Brandes Core Plus Fixed Income ,Brandes Core Plus Fixed Income Fund Class R6,Options Trading,Brandes,0.1387,0.0426,0.0783,0.0785,0.1668,-0.159
SDJYX,BlackRock CoreAlpha Bond Fund -,BlackRock CoreAlpha Bond Fund Investor A Shares,Options Trading,BlackRock,0.1439,0.0911,0.0783,0.0785,0.1668,-0.159
SDLAX,BlackRock CoreAlpha Bond Fund -,BlackRock CoreAlpha Bond Fund Investor C Shares,Large Blend,BlackRock,0.4032,0.183,0.1436,0.1557,0.1408,-0.0922
SDMAX,BlackRock Real Estate Securitie,BlackRock Real Estate Securities Fund Investor C Shares,Short-Term Bond,BlackRock,0.0239,0.0355,0.0276,0.0785,0.1668,-0.159
SDMCX,BlackRock CoreAlpha Bond Fund -,BlackRock CoreAlpha Bond Fund Institutional,Short-Term Bond,BlackRock,0.0161,0.0272,0.0194,0.0785,0.1668,-0.159
SDMGX,BlackRock CoreAlpha Bond Fund -,BlackRock CoreAlpha Bond Fund Class K,Diversified Emerging Mkts,BlackRock,0.1558,0.0678,0.0822,0.0276,0.1665,-0.2442
SDMQX,BlackRock Commodity Strategies ,BlackRock Commodity Strategies Portfolio Investor A Shares,Short-Term Bond,BlackRock,0.0285,0.0396,0.0309,0.0785,0.1668,-0.159
SDMZX,BlackRock Commodity Strategies ,BlackRock Commodity Strategies Portfolio Investor C Shares,Short-Term Bond,BlackRock,0.0277,0.0387,0.0309,0.0785,0.1668,-0.159
SDPSX,Brown Capital Management Intern,Brown Capital Management International Small Company Fund Institutional Shares,Inflation-Protected Bond,Brown Capital Management,0.0686,0.048,0.0783,0.0785,0.002,0.0035
SDRAX,Brown Capital Management Small ,Brown Capital Management Small Company Fund Investor Shares,Options Trading,Brown Capital Management,0.2062,0.0618,0.0474,0.0785,0.1668,-0.159
SDRCX,BlackRock Commodity Strategies ,BlackRock Commodity Strategies Portfolio Class K,Options Trading,BlackRock,0.1971,0.0541,0.0402,0.0785,0.1668,-0.159
SDRIX,Brown Capital Management Small ,Brown Capital Management Small Company Fund Institutional Shares,Options Trading,Brown Capital Management,0.2093,0.0646,0.0501,0.0785,0.1668,-0.159
SDRYX,Brown Capital Management Intern,Brown Capital Management International Small Company Fund Investor Shares,Options Trading,Brown Capital Management,0.2131,0.0911,0.0783,0.0785,0.1668,-0.159
SDSAX,American Century California Int,American Century California Intermediate-Term Tax-Free Bond Fund I Class,Multisector Bond,American Century Investments,0.0841,0.0512,0.0447,0.0449,0.0672,0.0024
SDSCX,Sterling Capital Behavioral Lar,Sterling Capital Behavioral Large Cap Value Equity Fund C,Mid-Cap Growth,Sterling Capital Funds,0.2749,0.266,0.1971,0.1798,0.3115,-0.1805
SDSIX,,BlackRock Defensive Advantage International Fund Investor A,Multisector Bond,BlackRock,0.0791,0.0471,0.0406,0.0406,0.0648,-0.0001
SDSYX,Baron Durable Advantage Fund Re,Baron Durable Advantage Fund Retail Shares,Multisector Bond,"Baron Capital Group, Inc.",0.0887,0.0543,0.0478,0.048,0.0697,0.0034
SDVGX,Baron Durable Advantage Fund In,Baron Durable Advantage Fund Institutional Shares,Large Blend,"Baron Capital Group, Inc.",0.3728,0.1615,0.1325,0.1344,0.2321,-0.1599
SDVRX,BMO Disciplined International E,BMO Disciplined International Equity Fund Class A,Mid-Cap Value,BMO Funds,0.622,0.0414,0.0576,0.0785,0.2119,-0.2136
SDVSX,Baron Durable Advantage Fund R6,Baron Durable Advantage Fund R6 Shares,Large Blend,"Baron Capital Group, Inc.",0.3701,0.1587,0.1298,0.1315,0.2305,-0.1601
SDYAX,,BlackRock Defensive Advantage International Fund Institutional,Large Blend,BlackRock,0.3908,0.1746,0.1359,0.0785,0.1668,-0.159
SDYTX,iShares Russell 2000 Small-Cap ,iShares Russell 2000 Small-Cap Index Fund Class K,Muni National Interm,BlackRock,0.0384,0.0464,0.0342,0.0785,0.0357,0.0425
SDYYX,iShares Russell 2000 Small Cap ,iShares Russell 2000 Small-Cap Index Fund Investor P Shares,Large Blend,BlackRock,0.3944,0.1776,0.1386,0.0785,0.1668,-0.159
SEAAX,Baron Discovery Fund Retail Sha,Baron Discovery Fund Retail Shares,Short-Term Bond,"Baron Capital Group, Inc.",-0.0196,0.0163,0.0783,0.0785,0.016,0.0147
SEABX,Baron Discovery Fund Institutio,Baron Discovery Fund Institutional Shares,Short-Term Bond,"Baron Capital Group, Inc.",-0.0226,0.019,0.0783,0.0785,0.0219,0.0189
SEACX,Baron Discovery Fund R6 Shs,Baron Discovery Fund R6 Shares,Short-Term Bond,"Baron Capital Group, Inc.",-0.0066,0.0401,0.0255,0.0223,0.0219,0.0189
SEAIX,BlackRock Dynamic High Income P,BlackRock Dynamic High Income Portfolio Investor A,World Allocation,BlackRock,0.2593,0.1001,0.0827,0.0833,0.2155,-0.1752
SEAKX,BlackRock Dynamic High Income P,BlackRock Dynamic High Income Portfolio Investor C,Short-Term Bond,BlackRock,-0.0088,0.037,0.0223,0.0189,0.02,0.0174
SEATX,BlackRock Dynamic High Income P,BlackRock Dynamic High Income Portfolio Institutional,Long-Term Bond,BlackRock,0.0971,0.0689,0.0603,0.0609,0.0965,0.0149
SEBFX,BlackRock Dynamic High Income P,BlackRock Dynamic High Income Portfolio Class K,World Bond,BlackRock,0.0262,0.0368,0.0295,0.0785,0.1668,-0.159
SEBLX,BMO Disciplined International E,BMO Disciplined International Equity Fund Class I,Allocation--50% to 70% Equity,BMO Funds,0.2421,0.1513,0.1145,0.1065,0.1814,-0.1137
SECAX,Braddock Multi-Strategy Income ,Braddock Multi-Strategy Income Fund Class A Shares,Small Blend,Liberty Street,0.5249,0.126,0.1108,0.0785,0.1668,-0.159
SECEX,Braddock Multi-Strategy Income ,Braddock Multi-Strategy Income Fund Class C Shares,Large Blend,Liberty Street,0.3821,0.1699,0.1449,0.1373,0.254,-0.2065
SECIX,Braddock Multi-Strategy Income ,Braddock Multi-Strategy Income Fund Institutional Class Shares,Large Value,Liberty Street,0.4156,0.0939,0.0983,0.1064,0.2511,-0.2217
