fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years
TFI,Baillie Gifford Developed EAFE ,Baillie Gifford Developed EAFE All Cap Fund Class 3,Muni National Long,Baillie Gifford Funds,0.0289,0.0499,0.028,0.041,0.4,1.53
TFIV,Baillie Gifford Developed EAFE ,Baillie Gifford Developed EAFE All Cap Fund Class K,World Allocation,Baillie Gifford Funds,0.161,0.0864,0.08785,0.0542,0.6,9.4
TFJL,BlackRock GNMA Portfolio - Serv,BlackRock GNMA Portfolio Service Shares,Long Government,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
TFLT,Baillie Gifford Developed EAFE ,Baillie Gifford Developed EAFE All Cap Fund Class 2,Multisector Bond,Baillie Gifford Funds,0.0419,0.0864,0.08785,0.0542,0.6,9.4
TGIF,Baron Growth Fund,Baron Growth Fund Retail Shares,Multisector Bond,"Baron Capital Group, Inc.",0.353,0.0864,0.08785,0.0542,0.6,9.4
TGRW,BMO Balanced Allocation Fund - ,BMO Balanced Allocation Fund Class I,,BMO Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
THCX,Baron Growth Fund Inst Shs,Baron Growth Fund Institutional Shares,Miscellaneous Sector,"Baron Capital Group, Inc.",0.8258,0.0864,0.08785,0.0542,0.6,9.4
THNQ,BMO Balanced Allocation Fund - ,BMO Balanced Allocation Fund Class R6,Technology,BMO Funds,0.4742,0.0864,0.08785,0.0542,0.6,9.4
THY,BMO Balanced Allocation Fund - ,BMO Balanced Allocation Fund Class R3,High Yield Bond,BMO Funds,0.0645,0.0864,0.08785,0.0542,0.6,9.4
TILT,Boston Partners Global Long/Sho,Boston Partners Global Long/Short Fund Investor Class,Large Blend,Boston Partners,0.5213,0.1639,0.1662,0.0542,0.9,13.56
TIPX,Baron Growth Fund R6 Shares,Baron Growth Fund Class R6,Inflation-Protected Bond,"Baron Capital Group, Inc.",0.0633,0.0559,0.0329,0.0542,0.87,3.9
TIPZ,Barrett Growth Fund,Barrett Growth Fund,Inflation-Protected Bond,Barrett,0.0623,0.0645,0.0409,0.0336,0.8,3.02
TLH,BMO Balanced Allocation Fund - ,BMO Balanced Allocation Fund Class Y,Long Government,BMO Funds,-0.0997,0.0621,0.0219,0.0478,0.17,0.49
TLTD,BlackRock Science and Technolog,BlackRock Technology Opportunities Fund Investor A Shares,Foreign Large Value,BlackRock,0.3959,0.0701,0.0996,0.0542,0.59,8
TLTE,BlackRock Science and Technolog,BlackRock Technology Opportunities Fund Investor C Shares,Diversified Emerging Mkts,BlackRock,0.4832,0.0944,0.1082,0.0542,0.64,9.07
TMAT,BlackRock Science & Technology ,BlackRock Technology Opportunities Fund Institutional Shares,,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
TMDV,Baillie Gifford Global Stewards,Baillie Gifford Global Stewardship Equities Fund Class K,Mid-Cap Value,Baillie Gifford Funds,0.3393,0.0864,0.08785,0.0542,0.6,9.4
TMF,BlackRock Science & Technology ,BlackRock Technology Opportunities Fund Class R Shares,Trading--Leveraged Debt,BlackRock,-0.3356,0.1253,-0.0038,0.1235,0.13,-0.15
TMFC,Baillie Gifford Global Stewards,Baillie Gifford Global Stewardship Equities Fund Institutional Class,Large Growth,Baillie Gifford Funds,0.4196,0.2591,0.08785,0.0542,0.6,9.4
TMV,,Baillie Gifford US Discovery Fund Institutional Class,Trading--Inverse Debt,Baillie Gifford Funds,0.2621,-0.2953,-0.1682,-0.2853,-0.33,1.89
TNA,,Baillie Gifford US Discovery Fund Class K,Trading--Leveraged Equity,Baillie Gifford Funds,2.5745,0.0633,0.2571,0.1757,0.71,6.66
TOKE,Sterling Capital Intermediate ,Sterling Capital Intermediate U.S. Government Fund Class A,Miscellaneous Sector,Sterling Capital Funds,0.5307,0.0864,0.08785,0.0542,0.6,9.4
TOLZ,Baron Health Care Fund R6 Share,Baron Health Care Fund R6 Shares,Infrastructure,"Baron Capital Group, Inc.",0.2115,0.0695,0.0614,0.0542,0.4,5.92
TOTL,BlackRock High Equity Income Fu,BlackRock High Equity Income Fund Class K,,BlackRock,0.0039,0.038,0.0253,0.0542,0.51,1.98
TPAY,Soundwatch Hedged Equity Fund -,Soundwatch Hedged Equity Fund Institutional Class,Technology,Soundwatch Capital,0.3954,0.0864,0.08785,0.0542,0.6,9.4
TPHD,Bishop Street Hawaii Municipal ,Bishop Street Hawaii Municipal Bond Fund Class A,Mid-Cap Value,Bishop Street,0.3968,0.0864,0.08785,0.0542,0.6,9.4
TPIF,BlackRock Health Sciences Oppor,BlackRock Health Sciences Opportunities Portfolio Class R,Foreign Large Blend,BlackRock,0.3146,0.0864,0.08785,0.0542,0.6,9.4
TPLC,Beech Hill Total Return Fund Cl,Beech Hill Total Return Fund Class A,Mid-Cap Blend,Beech Hill,0.4176,0.0864,0.08785,0.0542,0.6,9.4
TPOR,BlackRock High Yield Bond Portf,BlackRock High Yield Bond Portfolio Investor A Shares,Trading--Leveraged Equity,BlackRock,2.8778,0.1198,0.08785,0.0542,0.6,9.4
TPSC,BlackRock High Yield Bond Portf,BlackRock High Yield Bond Portfolio Investor C Shares,Small Blend,BlackRock,0.6156,0.0864,0.08785,0.0542,0.6,9.4
TPYP,BlackRock High Yield Bond Portf,BlackRock High Yield Bond Portfolio Institutional Shares,Energy Limited Partnership,BlackRock,0.4415,0.0422,0.0504,0.0542,0.29,3.05
TQQQ,BlackRock High Yield Bond Portf,BlackRock High Yield Bond Portfolio Class R Shares,Trading--Leveraged Equity,BlackRock,1.509,0.6259,0.7254,0.533,1.27,21.3
TRND,BlackRock High Yield Bond Portf,BlackRock High Yield Bond Portfolio Service Shares,Large Blend,BlackRock,0.2559,0.0864,0.08785,0.0542,0.6,9.4
TRTY,BlackRock Impact Bond Fund - Cl,BlackRock Systematic ESG Bond Fund Investor A,Tactical Allocation,BlackRock,0.282,0.0864,0.08785,0.0542,0.6,9.4
TRYP,BlackRock Impact Bond Fund - Cl,BlackRock Systematic ESG Bond Fund Investor C,,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
TSJA,Brown Advisory Equity Income Fd,Brown Advisory Equity Income Fund Investor Shares,Large Blend,Brown Advisory Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
TSOC,Brown Advisory Tax-Exempt Bond ,Brown Advisory Tax Exempt Bond Fund Investor Shares,Large Blend,Brown Advisory Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
TSPA,Brown Advisory Flexible Equity ,Brown Advisory Flexible Equity Fund Investor Shares,Large Blend,Brown Advisory Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
TTAC,Brown Advisory Growth Equity Fd,Brown Advisory Growth Equity Fund Investor Shares,Large Growth,Brown Advisory Funds,0.427,0.1505,0.08785,0.0542,0.6,9.4
TTAI,Brown Advisory- WMC Strategic E,Brown Advisory WMC Strategic European Equity Fund Investor Shares,Foreign Large Growth,Brown Advisory Funds,0.429,0.1156,0.08785,0.0542,0.6,9.4
TTT,Brown Advisory Intermediate Inc,Brown Advisory Intermediate Income Fund Investor Shares,Trading--Inverse Debt,Brown Advisory Funds,0.2647,-0.2927,-0.1613,0.0542,-0.32,1.86
TUR,BlackRock Impact Bond Fund - Cl,BlackRock Systematic ESG Bond Fund Class K,Miscellaneous Region,BlackRock,-0.0625,-0.0895,-0.0937,-0.0765,-0.14,-8
TUSA,Brown Advisory Global Leaders F,Brown Advisory Global Leaders Fund Investor Shares,Mid-Cap Blend,Brown Advisory Funds,0.5386,0.1299,0.1519,0.1,0.76,11.28
TWIO,Brown Advisory Maryland Bond Fd,Brown Advisory Maryland Bond Fund Investor Shares,,Brown Advisory Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
TWM,BlackRock 80/20 Target Allocati,BlackRock 80/20 Target Allocation Fund Class Institutional,Trading--Inverse Equity,BlackRock,-0.68,-0.387,-0.3724,-0.3227,-1.05,17.34
TYD,Brown Advisory Emerging Markets,Brown Advisory Emerging Markets Select Fund Investor Shares,Trading--Leveraged Debt,Brown Advisory Funds,-0.145,0.1346,0.0306,0.0858,0.19,0.44
TYO,Brown Advisory Small-Cap Growth,Brown Advisory Small-Cap Growth Fund Investor Shares,Trading--Inverse Debt,Brown Advisory Funds,0.1085,-0.157,-0.0723,-0.1399,-0.48,2.07
TZA,Brown Advisory Total Return Fun,Brown Advisory Total Return Fund Investor Shares,Trading--Inverse Equity,Brown Advisory Funds,-0.831,-0.5726,-0.5411,-0.4847,-1.13,17.76
UAE,Brown Advisory Small-Cap Fundam,Brown Advisory Small-Cap Fundamental Value Fund Investor Shares,Miscellaneous Region,Brown Advisory Funds,0.4606,0.0185,0.0136,0.0542,0.08,-0.43
UAPR,Brown Advisory Value Equity Inv,Brown Advisory - Beutel Goodman Large-Cap Value Fund Investor Shares,,Brown Advisory Funds,0.0617,0.0864,0.08785,0.0542,0.6,9.4
UAUG,Brown Advisory Sustainable Grow,Brown Advisory Sustainable Growth Fund Investor Shares,,Brown Advisory Funds,0.1104,0.0864,0.08785,0.0542,0.6,9.4
UBOT,Brown Advisory Mortgage Securit,Brown Advisory Mortgage Securities Fund Investor Shares,Trading--Leveraged Equity,Brown Advisory Funds,1.2879,0.1303,0.08785,0.0542,0.6,9.4
UBR,BlackRock Global Dividend Ptf I,BlackRock Global Dividend Portfolio Insitutional Shares,Trading--Leveraged Equity,BlackRock,0.8404,-0.0402,-0.0295,-0.2009,0.35,-1.92
UBT,BlackRock U.S. Impact Fund Inst,BlackRock U.S. Impact Fund Institutional,Trading--Leveraged Debt,BlackRock,-0.2235,0.1167,0.0217,0.1077,0.16,0.17
UCC,BlackRock International Impact ,BlackRock International Impact Fund Investor A,Trading--Leveraged Equity,BlackRock,0.8279,0.2991,0.3166,0.3067,0.92,13.5
UCO,BlackRock International Impact ,BlackRock International Impact Fund Institutional,Trading--Leveraged Commodities,BlackRock,1.7277,-0.5502,-0.3371,-0.3876,0.08,-7.42
UCON,Sterling CapitalTotal Return Bo,Sterling Capital Total Return Bond Fund Institutional Shares,,Sterling Capital Funds,0.0817,0.0864,0.08785,0.0542,0.6,9.4
UCYB,Sterling Capital Total Return B,Sterling Capital Total Return Bond Fund Class A,Trading--Leveraged Equity,Sterling Capital Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
UDEC,Sterling Capital Total Return B,Sterling Capital Total Return Bond Fund Class C,,Sterling Capital Funds,0.1117,0.0864,0.08785,0.0542,0.6,9.4
UDN,Baillie Gifford International S,Baillie Gifford International Smaller Companies Fund Institutional Class,World Bond,Baillie Gifford Funds,0.042,-0.0004,-0.0028,-0.0279,-0.21,-2.84
UDOW,Baillie Gifford International S,Baillie Gifford International Smaller Companies Fund Class K,Trading--Leveraged Equity,Baillie Gifford Funds,1.3331,0.2051,0.3379,0.285,0.84,10.39
UEVM,BlackRock 20/80 Target Allocati,BlackRock 20/80 Target Allocation Fund Institutional Shares,Diversified Emerging Mkts,BlackRock,0.4075,0.0619,0.08785,0.0542,0.6,9.4
UFEB,Sterling Capital Total Return ,Sterling Capital Total Return Bond Fund Class R,,Sterling Capital Funds,0.1254,0.0864,0.08785,0.0542,0.6,9.4
UFO,BlackRock Commodity Strategies ,BlackRock Commodity Strategies Portfolio Institutional Shares,,BlackRock,0.559,0.0864,0.08785,0.0542,0.6,9.4
UGCE,iShares Municipal Bond Index Fu,iShares Municipal Bond Index Fund Investor A Shares,,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
UGE,,BlackRock Defensive Advantage Emerging Markets Fund Institutional,Trading--Leveraged Equity,BlackRock,1.0559,0.3018,0.1959,0.221,0.68,9.64
UGL,iShares Municipal Bond Index Fu,iShares Municipal Bond Index Fund Institutional,Trading--Leveraged Commodities,BlackRock,-0.1174,0.161,0.0491,-0.029,0.27,27.66
UITB,iShares Municipal Bond Index Fu,iShares Municipal Bond Index Fund Class K,Intermediate-Term Bond,BlackRock,0.023,0.0637,0.08785,0.0542,0.6,9.4
UIVM,iShares Municipal Bond Index Fu,iShares Municipal Bond Index Fund Investor P Shares,Foreign Large Value,BlackRock,0.3237,0.0374,0.08785,0.0542,0.6,9.4
UJAN,,BlackRock Defensive Advantage U.S. Fund Institutional,,BlackRock,0.1178,0.0864,0.08785,0.0542,0.6,9.4
UJB,BlackRock GA Disciplined Volati,BlackRock GA Disciplined Volatility Equity Fund Institutional,Trading--Leveraged Debt,BlackRock,0.2577,0.0909,0.1005,0.088,0.66,7.78
UJUL,Brandes International Equity Fu,Brandes International Equity Fund A,,Brandes,0.0833,0.0864,0.08785,0.0542,0.6,9.4
UJUN,Brandes International Equity Fu,Brandes International Equity Fund Class C,,Brandes,0.0691,0.0864,0.08785,0.0542,0.6,9.4
ULST,BlackRock GA Enhanced Equity Fu,BlackRock GA Dynamic Equity Fund Institutional,Ultrashort Bond,BlackRock,0.0117,0.0199,0.0186,0.0542,0.41,5.26
ULTR,William Blair Emerging Markets ,William Blair Emerging Markets Growth Fund Class R6,Ultrashort Bond,William Blair,0.0167,0.0864,0.08785,0.0542,0.6,9.4
ULVM,Brandes International Equity Fu,Brandes International Equity Fund Class R6,Large Value,Brandes,0.469,0.1032,0.08785,0.0542,0.6,9.4
UMAR,iShares Edge MSCI Min Vol EAFE ,iShares Edge MSCI Min Vol EAFE Index Fund Institutional Shares,Large Blend,BlackRock,0.1012,0.0864,0.08785,0.0542,0.6,9.4
UMAY,Wm. Blair Funds Income Fund Cl ,William Blair Income Fund Class I,Large Blend,William Blair,0.0699,0.0864,0.08785,0.0542,0.6,9.4
UMDD,William Blair Income Fund Class,William Blair Income Fund Class R6,Trading--Leveraged Equity,William Blair,2.1575,0.0865,0.2185,0.2062,0.67,5.83
UMI,BlackRock International Fund Cl,"BlackRock International Fund of BlackRock Series, Inc. Class R Shares",Energy Limited Partnership,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
UNOV,BlackRock U.S. Government Bond ,BlackRock U.S. Government Bond Portfolio Investor C Shares,,BlackRock,0.1208,0.0864,0.08785,0.0542,0.6,9.4
UOCT,Baron International Growth Fund,Baron International Growth Fund Retail Shares,,"Baron Capital Group, Inc.",0.1126,0.0864,0.08785,0.0542,0.6,9.4
UPRO,Wm. Blair Funds International G,William Blair International Growth Fund Class I,Trading--Leveraged Equity,William Blair,1.5579,0.3476,0.3896,0.3334,0.93,11.98
UPV,BlackRock U.S. Government Bond ,BlackRock U.S. Government Bond Portfolio Class K,Trading--Leveraged Equity,BlackRock,0.793,0.1003,0.1524,0.0618,0.56,7.38
UPW,BlackRock 60/40 Target Allocati,BlackRock 60/40 Target Allocation Fund Institutional Shares,Trading--Leveraged Equity,BlackRock,0.2813,0.091,0.0677,0.1554,0.33,6.9
URA,Disciplined Core Value Fund - I,American Century Disciplined Core Value Fund Investor Class,Natural Resources,American Century Investments,0.9693,0.1979,0.1126,-0.0957,0.44,8.58
URE,The Texas Fund Class I,The Texas Fund Class I,Trading--Leveraged Equity,Monteagle Funds,0.6711,0.1168,0.0782,0.1268,0.38,4.14
URNM,Baron International Growth Fund,Baron International Growth Fund R6 Shares,Natural Resources,"Baron Capital Group, Inc.",1.3888,0.0864,0.08785,0.0542,0.6,9.4
URTY,"BlackRock Funds II, BlackRock M",BlackRock Multi-Asset Income Portfolio Institutional Shares,Trading--Leveraged Equity,BlackRock,2.5778,0.0661,0.2597,0.18,0.71,6.74
USAI,Brandes International Equity Fu,Brandes International Equity Fund Class I,Energy Limited Partnership,Brandes,0.6808,0.0588,0.08785,0.0542,0.6,9.4
USD,Buffalo Growth Fund Institution,Buffalo Growth Fund Institutional Class,Trading--Leveraged Equity,Buffalo,1.3886,0.5036,0.5879,0.3687,1.28,24.82
USDU,BlackRock Impact Bond Fund - In,BlackRock Systematic ESG Bond Fund Institutional,Trading--Miscellaneous,BlackRock,-0.0722,0.0003,0.0025,0.0542,-0.12,-1.7
USEP,iShares Short-Term TIPS Bond In,iShares Short-Term TIPS Bond Index Fund Institutional Shares,,BlackRock,0.1089,0.0864,0.08785,0.0542,0.6,9.4
USEQ,BlackRock International Impact ,BlackRock International Impact Fund Class K,Mid-Cap Blend,BlackRock,0.4647,0.1229,0.08785,0.0542,0.6,9.4
USFR,DoubleLine Infrastructure Incom,DoubleLine Infrastructure Income Fund Class I,Ultrashort Bond,DoubleLine,0.0003,0.0119,0.0125,0.0542,0.12,-3.35
USHY,"BlackRock Large Cap Srs Fds, Bl",BlackRock Event Driven Equity Fund Institutional Shares,High Yield Bond,BlackRock,0.1516,0.0708,0.08785,0.0542,0.6,9.4
USI,DoubleLine Infrastructure Incom,DoubleLine Infrastructure Income Fund Class N,Ultrashort Bond,DoubleLine,0.0049,0.0864,0.08785,0.0542,0.6,9.4
USIG,BlackRock Systematic Multi-Stra,BlackRock Systematic Multi-Strategy Fund Institutional Shares,Corporate Bond,BlackRock,0.0291,0.0753,0.0456,0.0478,0.6,2.42
USLB,Baird Intermediate Bond Fd Inst,Baird Intermediate Bond Fund Class Institutional,Mid-Cap Blend,Baird,0.3358,0.0967,0.1079,0.0542,0.68,10.04
USMC,BlackRock 40/60 Target Allocati,BlackRock 40/60 Target Allocation Fund Institutional,Large Blend,BlackRock,0.3437,0.1723,0.08785,0.0542,0.6,9.4
USMF,Baird Intermediate Bond Fd Inve,Baird Intermediate Bond Fund Class Investor,Mid-Cap Blend,Baird,0.3333,0.1252,0.08785,0.0542,0.6,9.4
USML,iShares Edge MSCI Min Vol USA I,iShares Edge MSCI Min Vol USA Index Fund Institutional Shares,Trading--Leveraged Equity,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
USMV,Brandes International Small Cap,Brandes International Small Cap Equity Fund Class C,Large Blend,Brandes,0.2343,0.1364,0.1195,0.0542,0.89,14.4
USOI,Baron International Growth Fund,Baron International Growth Fund Institutional Shares,,"Baron Capital Group, Inc.",0.5146,-0.2594,0.08785,0.0542,0.6,9.4
USRT,Baillie Gifford International A,Baillie Gifford International Alpha Fund Class I,Real Estate,Baillie Gifford Funds,0.3812,0.1002,0.0643,0.0875,0.38,5.98
USSG,Baron Opportunity Fund Inst Shs,Baron Opportunity Fund Institutional Class,Large Blend,"Baron Capital Group, Inc.",0.4127,0.0864,0.08785,0.0542,0.6,9.4
UST,Baron Opportunity Fund Retail S,Baron Opportunity Fund Retail Class,Trading--Leveraged Debt,"Baron Capital Group, Inc.",-0.0938,0.0935,0.0221,0.0587,0.16,0.4
USTB,Baron Opportunity Fund R6 Shs,Baron Opportunity Fund R6 Shares,Short-Term Bond,"Baron Capital Group, Inc.",0.0319,0.0408,0.08785,0.0542,0.6,9.4
USVM,Biotechnology UltraSector ProFu,ProFunds Biotechnology UltraSector Fund Investor Class,Small Blend,ProFunds,0.6064,0.1183,0.08785,0.0542,0.6,9.4
USXF,Biotechnology Ultra Sector Pro ,ProFunds Biotechnology UltraSector Fund Service Class,,ProFunds,0.353,0.0864,0.08785,0.0542,0.6,9.4
UTES,BlackRock Impact U.S. Equity Fu,BlackRock Advantage ESG U.S. Equity Fund Investor A Shares,,BlackRock,0.2158,0.1202,0.1061,0.0542,0.72,25.71
UTRN,BlackRock Impact U.S. Equity Fu,BlackRock Advantage ESG U.S. Equity Fund Investor C Shares,Large Blend,BlackRock,0.4488,0.0864,0.08785,0.0542,0.6,9.4
UTSL,iShares Developed Real Estate I,iShares Developed Real Estate Index Fund Institutional Shares,Trading--Leveraged Equity,BlackRock,0.3871,0.057,0.08785,0.0542,0.6,9.4
UUP,BlackRock Real Estate Securitie,BlackRock Real Estate Securities Fund Institutional Shares,Trading--Miscellaneous,BlackRock,-0.0566,0.0088,0.0062,0.019,-0.06,-1.58
UVXY,BlackRock Impact U.S. Equity Fu,BlackRock Advantage ESG U.S. Equity Fund Institutional Shares,Trading--Miscellaneous,BlackRock,-0.9146,-0.6434,-0.7737,0.0542,-0.78,4.36
UWM,BlackRock Impact U.S. Equity Fu,BlackRock Advantage ESG U.S. Equity Fund Class K,Trading--Leveraged Equity,BlackRock,1.4631,0.1503,0.247,0.1786,0.72,9.47
UXI,Brandes International Small Cap,Brandes International Small Cap Equity Fund Class A,Trading--Leveraged Equity,Brandes,1.1295,0.2462,0.2736,0.2258,0.8,10.81
UYM,UBS U.S. Small Cap Growth Fund ,UBS U.S. Small Cap Growth Fund Class P,Trading--Leveraged Equity,UBS Asset Management,1.0731,0.1246,0.1918,0.0719,0.61,7.56
VABS,BMO Pyrford Intl Stock Fund Cla,BMO Pyrford International Stock Fund Class R6,Short-Term Bond,BMO Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
VALQ,BlackRock International Dividen,BlackRock International Dividend Fund Institutional Shares,Large Value,BlackRock,0.4028,0.106,0.08785,0.0542,0.6,9.4
VALT,Brandes International Small Cap,Brandes International Small Cap Equity Fund Class I,Ultrashort Bond,Brandes,0.0128,0.0864,0.08785,0.0542,0.6,9.4
VAMO,BlackRock Short Obligations Fun,BlackRock Short Obligations Fund Institutional Shares,Long-Short Equity,BlackRock,0.5202,-0.0073,0.0272,0.0542,0.19,3.47
VBND,Brandes International Small Cap,Brandes International Small Cap Equity Fund Class R6,,Brandes,0.0255,0.0511,0.0263,0.0542,0.36,1.33
VCAR,BMO Inter Tax Free Fund Class A,BMO Intermediate Tax-Free Fund Class A,Technology,BMO Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
VCIT,Brown Advisory Tax-Exempt Susta,Brown Advisory Tax-Exempt Sustainable Bond Fund Investor Shares,Corporate Bond,Brown Advisory Funds,0.0249,0.0773,0.0451,0.0518,0.64,2.62
VCLO,iShares Total U.S. Stock Market,iShares Total U.S. Stock Market Index Fund Institutional Shares,Technology,BlackRock,0.353,0.0864,0.08785,0.0542,0.6,9.4
VCLT,Sterling Capital Intermediate U,Sterling Capital Intermediate U.S. Government Fund Class C,Long-Term Bond,Sterling Capital Funds,0.0376,0.1098,0.0661,0.076,0.6,2.19
VCSH,Invenomic Fund Institutional Cl,Invenomic Fund Institutional Class shares,Short-Term Bond,Invenomic,0.0196,0.0451,0.029,0.0284,0.67,3.5
VEGA,Invenomic Fund Investor Class,Invenomic Fund Investor Class shares,,Invenomic,0.2387,0.0894,0.0904,0.0542,0.75,11.09
VEGN,Invenomic Fund Super Institutio,Invenomic Fund Super Institutional Class shares,Large Blend,Invenomic,0.4432,0.0864,0.08785,0.0542,0.6,9.4
VEU,Aberdeen Total Return Bond Fund,Aberdeen Total Return Bond Fund Class A,Foreign Large Blend,Aberdeen,0.3655,0.0988,0.1118,0.0565,0.72,10.07
VFIN,Aberdeen Global High Income Fun,Aberdeen Global High Income Fund Class A,Technology,Aberdeen,0.353,0.0864,0.08785,0.0542,0.6,9.4
VFLQ,Aberdeen Select International E,Aberdeen International Sustainable Leaders Fund Class A,Mid-Cap Blend,Aberdeen,0.5047,0.1292,0.08785,0.0542,0.6,9.4
VFMF,BlackRock 80/20 Target Allocati,BlackRock 80/20 Target Allocation Fund Class K,Mid-Cap Blend,BlackRock,0.5168,0.103,0.08785,0.0542,0.6,9.4
VFMO,BlackRock Global Dividend Portf,BlackRock Global Dividend Portfolio Class K,Mid-Cap Growth,BlackRock,0.5371,0.1849,0.08785,0.0542,0.6,9.4
VFMV,BlackRock 20/80 Target Allocati,BlackRock 20/80 Target Allocation Fund Class K,Mid-Cap Blend,BlackRock,0.2631,0.0888,0.08785,0.0542,0.6,9.4
VFQY,,BlackRock Defensive Advantage Emerging Markets Fund Class K,Mid-Cap Blend,BlackRock,0.5337,0.1512,0.08785,0.0542,0.6,9.4
VFVA,,BlackRock Defensive Advantage International Fund Class K,Mid-Cap Value,BlackRock,0.7198,0.1074,0.08785,0.0542,0.6,9.4
VGIT,,BlackRock Defensive Advantage U.S. Fund Class K,Intermediate Government,BlackRock,-0.0203,0.0483,0.0215,0.0279,0.32,1.19
VGLT,iShares Edge MSCI Min Vol EAFE ,iShares Edge MSCI Min Vol EAFE Index Fund Class K,Long Government,BlackRock,-0.1056,0.0797,0.0309,0.0654,0.22,0.6
VGSH,Baillie Gifford EAFE Plus All C,Baillie Gifford EAFE Plus All Cap Fund Class K,Short Government,Baillie Gifford Funds,-0.0001,0.0265,0.0153,0.0114,0.41,2.14
VICE,BlackRock 60/40 Target Allocati,BlackRock 60/40 Target Allocation Fund Class K,Miscellaneous Sector,BlackRock,0.6033,0.1398,0.08785,0.0542,0.6,9.4
VIDI,iShares Short-Term TIPS Bond In,iShares Short-Term TIPS Bond Index Fund Class K,,BlackRock,0.5216,0.0486,0.0979,0.0542,0.54,7.09
VIOG,BlackRock Systematic Multi-Stra,BlackRock Systematic Multi-Strategy Fund Class K,Small Growth,BlackRock,0.5753,0.1306,0.1687,0.1376,0.81,13.26
VIOO,BlackRock Multi-Asset Income Po,BlackRock Multi-Asset Income Portfolio Class K,Small Blend,BlackRock,0.676,0.1222,0.1587,0.1342,0.74,11.75
VIOV,BlackRock 40/60 Target Allocati,BlackRock 40/60 Target Allocation Fund Class K,Small Value,BlackRock,0.773,0.1074,0.1442,0.1287,0.64,9.96
VIRS,iShares Edge MSCI Min Vol USA I,iShares Edge MSCI Min Vol USA Index Fund Class K,Large Blend,BlackRock,0.2817,0.0864,0.08785,0.0542,0.6,9.4
VIXM,"Banks UltraSector ProFund, Inve",ProFunds Banks UltraSector Fund Investor Class,Trading--Miscellaneous,ProFunds,-0.2411,0.0988,-0.1028,-0.1887,-0.14,-0.69
VIXY,"Banks UltraSector ProFund, Serv",ProFunds Banks UltraSector Fund Service Class,Trading--Miscellaneous,ProFunds,-0.7831,-0.4179,-0.495,-0.4848,-0.57,2.06
VLU,iShares Developed Real Estate I,iShares Developed Real Estate Index Fund Class K,Large Value,BlackRock,0.5277,0.1545,0.1678,0.0542,0.86,13.1
VLUE,iShares Total U.S. Stock Market,iShares Total U.S. Stock Market Index Fund Class K,Large Value,BlackRock,0.4858,0.1127,0.1407,0.0542,0.75,11.5
VMOT,BlackRock Managed Income Fund -,BlackRock Managed Income Fund Investor A Shares,Long-Short Equity,BlackRock,0.2371,-0.0082,0.08785,0.0542,0.6,9.4
VNLA,Lord Abbett Multi-Asset Balance,Lord Abbett Multi-Asset Balanced Opportunity Fund Class F,Ultrashort Bond,Lord Abbett,0.0082,0.0266,0.08785,0.0542,0.6,9.4
VNM,Lord Abbett Multi-Asset Balance,Lord Abbett Multi-Asset Balanced Opportunity Fund Class R2,Miscellaneous Region,Lord Abbett,0.5533,0.0997,0.0851,0.0183,0.44,6.69
VNMC,Lord Abbett Multi-Asset Balance,Lord Abbett Multi-Asset Balanced Opportunity Fund Class R3,,Lord Abbett,0.353,0.0864,0.08785,0.0542,0.6,9.4
VNQI,Lord Abbett Multi-Asset Balance,Lord Abbett Multi-Asset Balanced Opportunity Fund Class R4,Global Real Estate,Lord Abbett,0.2627,0.0411,0.0587,0.0539,0.37,5.16
VNSE,Lord Abbett Multi-Asset Balance,Lord Abbett Multi-Asset Balanced Opportunity Fund Class R5,,Lord Abbett,0.353,0.0864,0.08785,0.0542,0.6,9.4
VOE,Lord Abbett Multi-Asset Balance,Lord Abbett Multi-Asset Balanced Opportunity Fund Class R6,Mid-Cap Value,Lord Abbett,0.5003,0.1104,0.1208,0.1191,0.65,9.55
VONE,BMO Large Cap Value Fund - R6,BMO Large-Cap Value Fund Class R6,Large Blend,BMO Funds,0.4306,0.1906,0.1788,0.1477,1.07,16.31
VOO,BlackRock Low Duration Bond Por,BlackRock Low Duration Bond Portfolio Investor A Shares,Large Blend,BlackRock,0.4097,0.1856,0.176,0.148,1.08,16.46
